"horse_no","horse_name","horse_gender","sire_name","dam_name","foal_year","race_year","age","gait","ytd_Starts","ytd_wins","ytd_places","ytd_shows","annual_earnings","rec_type","rec_time","rec_size","rec_track","ytd_htype"
"0L3597","VICTORIOUSBROADWAY","M","BROADWAY HALL","CRYSTAL VIC",2013,2015,2,"T",8,1,1,2,14120,NA,1583,"F","Phl","DOM"
"1LN574","ZAPPED","G","I ZEE","STELLE NEL CIELO",2013,2015,2,"P",3,0,0,0,0,NA,0,NA,NA,"DOM"
"1LN574","ZAPPED","G","I ZEE","STELLE NEL CIELO",2013,2016,3,"P",27,1,1,5,7103,NA,2022,"E","CnD","DOM"
"1LN574","ZAPPED","G","I ZEE","STELLE NEL CIELO",2013,2017,4,"P",2,0,0,0,0,NA,0,NA,NA,"DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2016,3,"P",29,5,5,5,44180,NA,1592,"E","CnD","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2017,4,"P",27,2,5,5,15850,NA,1571,"F","NP","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2018,5,"P",35,6,5,6,17918,NA,1571,"E","CnD","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2019,6,"P",34,9,7,5,28668,NA,1553,"F","FrD","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2020,7,"P",32,6,4,4,14900,NA,1542,"F","FrD","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2021,8,"P",14,0,0,0,1690,"Q",2003,"M","CalX","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2022,9,"P",33,8,1,4,28743,NA,1542,"F","Aces","DOM"
"5LN567","OUTLAWBURNTPOPCORN","M","BLUE BURNER","PURE MOVEMENT",2013,2023,10,"P",28,5,3,4,21298,NA,1553,"F","Aces","DOM"
"5L6789","HUSTLE HEART","M","CREDIT WINNER","CREAMY MIMI",2013,2015,2,"T",4,0,1,0,9761,"Q",1593,"M","M","DOM"
"9L1089","AMERICAN WEE","M","CANTAB HALL","MELBA JEAN",2013,2015,2,"T",5,1,1,0,20156,NA,1584,"F","PcD","DOM"
"8L9241","DOUBLE AGAIN","G","DRAGON AGAIN","DOUBLE FLIP",2013,2016,3,"P",17,3,3,2,33495,NA,1542,"M","M","DOM"
"8L9241","DOUBLE AGAIN","G","DRAGON AGAIN","DOUBLE FLIP",2013,2017,4,"P",19,2,3,2,18210,NA,1521,"F","PcD","DOM"
"8L9241","DOUBLE AGAIN","G","DRAGON AGAIN","DOUBLE FLIP",2013,2018,5,"P",34,8,3,5,28684,NA,1550,"H","MR","DOM"
"8L9241","DOUBLE AGAIN","G","DRAGON AGAIN","DOUBLE FLIP",2013,2019,6,"P",24,2,3,5,13613,NA,1533,"F","TgDn","DOM"
"8L9241","DOUBLE AGAIN","G","DRAGON AGAIN","DOUBLE FLIP",2013,2020,7,"P",15,1,2,1,6890,NA,1532,"F","RcR","DOM"
"9L0636","TESTING CENTER","M","DRAGON AGAIN","OPEN BOOK TEST",2013,2016,3,"P",13,4,1,4,28278,NA,1550,"F","Mea","DOM"
"8L0646","ARDWYN HANOVER","M","EXPLOSIVE MATTER","ATE THE TOWEL",2013,2015,2,"T",6,2,1,0,21500,NA,2002,"F","Phl","DOM"
"8L0646","ARDWYN HANOVER","M","EXPLOSIVE MATTER","ATE THE TOWEL",2013,2016,3,"T",17,1,1,2,21560,NA,1572,"F","Phl","DOM"
"8L0646","ARDWYN HANOVER","M","EXPLOSIVE MATTER","ATE THE TOWEL",2013,2017,4,"T",2,0,0,0,0,NA,0,NA,NA,"DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2011,4,"P",11,5,4,0,33964,"NULL",0,"NULL","NULL","FOR"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2012,5,"P",11,3,0,2,15273,"NULL",0,"NULL","NULL","FOR"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2013,6,"P",4,1,1,1,12945,"NULL",0,"NULL","NULL","FOR"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2013,6,"P",17,3,6,0,99610,NA,1510,"F","Phl","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2014,7,"P",31,5,7,4,160955,NA,1484,"F","Phl","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2015,8,"P",30,7,5,6,168280,NA,1501,"F","Phl","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2016,9,"P",37,4,9,8,173495,NA,1522,"H","YR","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2017,10,"P",29,4,8,3,121905,NA,1523,"H","YR","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2018,11,"P",35,6,3,10,120780,NA,1520,"H","YR","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2019,12,"P",34,4,6,6,66712,NA,1511,"F","Phl","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2020,13,"P",19,8,3,2,45655,NA,1514,"F","Phl","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2021,14,"P",39,21,8,1,86790,NA,1520,"F","Mea","DOM"
"8EE239","DREAM OUT LOUD N","G","BETTOR'S DELIGHT","NOTHIN BUTADREAMER",2007,2022,15,"P",27,9,3,3,61076,NA,1513,"M","M","DOM"
"8L4077","MR DOVER","G","ANDOVER HALL","MISS MICHELLE H",2013,2015,2,"T",1,0,0,0,0,NA,0,NA,NA,"DOM"
"8L4077","MR DOVER","G","ANDOVER HALL","MISS MICHELLE H",2013,2016,3,"T",10,0,2,1,4244,NA,0,NA,NA,"DOM"
"9L1345","KOBE FASHION","G","DONATO HANOVER","KISS OFF",2013,2015,2,"T",3,0,0,0,3290,"Q",2033,"F","Phl","DOM"
"9L1345","KOBE FASHION","G","DONATO HANOVER","KISS OFF",2013,2016,3,"T",22,0,2,2,16320,"Q",2052,"H","Fhld","DOM"
"9L1345","KOBE FASHION","G","DONATO HANOVER","KISS OFF",2013,2017,4,"T",4,0,1,0,4200,NA,0,NA,NA,"DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2010,2,"P",7,3,0,3,12467,"NULL",0,"NULL","NULL","FOR"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2011,3,"P",10,6,2,1,37793,"NULL",0,"NULL","NULL","FOR"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2012,4,"P",17,6,2,2,74261,"NULL",0,"NULL","NULL","FOR"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2013,5,"P",8,3,1,2,32302,"NULL",0,"NULL","NULL","FOR"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2013,5,"P",19,4,3,3,67180,NA,1490,"F","PcD","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2014,6,"P",22,3,1,3,43065,NA,1520,"H","YR","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2015,7,"P",25,5,1,2,40515,NA,1512,"S","Wdb","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2016,8,"P",35,7,3,6,102391,NA,1492,"S","Moh","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2017,9,"P",26,4,2,4,56748,NA,1501,"S","Moh","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2018,10,"P",34,4,1,7,27454,NA,1520,"S","Wbsb","DOM"
"6FE596","ERLE DALE N","G","WESTERN TERROR","CATH HANOVER",2008,2019,11,"P",15,0,4,1,6908,NA,0,NA,NA,"DOM"
"5L6839","CHERRY COLA","G","CRAZED","CHERRY LANE",2013,2015,2,"T",9,0,2,1,12000,NA,0,NA,NA,"DOM"
"5L6839","CHERRY COLA","G","CRAZED","CHERRY LANE",2013,2016,3,"T",26,1,2,5,14164,NA,2023,"H","Stga","DOM"
"5L6839","CHERRY COLA","G","CRAZED","CHERRY LANE",2013,2017,4,"T",6,1,1,1,4908,NA,2040,"H","MR","DOM"
"6L8486","SIR ROYSON","H","CRAZED","LEIBOVITZ HANOVER",2013,2015,2,"T",4,2,0,1,15372,NA,1561,"S","VD","DOM"
"6L8486","SIR ROYSON","H","CRAZED","LEIBOVITZ HANOVER",2013,2016,3,"T",16,5,2,1,124228,NA,1540,"F","TgDn","DOM"
"7L0499","STEAL N GO","G","BONNIE AND CLYDE","ATM MACHINE",2013,2015,2,"P",4,0,1,0,14616,NA,0,NA,NA,"DOM"
"7L0499","STEAL N GO","G","BONNIE AND CLYDE","ATM MACHINE",2013,2016,3,"P",10,8,1,0,70590,NA,1580,"F","RcR","DOM"
"7L0499","STEAL N GO","G","BONNIE AND CLYDE","ATM MACHINE",2013,2017,4,"P",25,0,1,1,5227,NA,0,NA,NA,"DOM"
"7L0499","STEAL N GO","G","BONNIE AND CLYDE","ATM MACHINE",2013,2018,5,"P",10,0,0,0,1570,NA,0,NA,NA,"DOM"
"4L4209","CLOVER MARKET","M","BROAD BAHN","VICTORS VICKY",2013,2015,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"4L4209","CLOVER MARKET","M","BROAD BAHN","VICTORS VICKY",2013,2016,3,"T",3,0,0,0,0,NA,0,NA,NA,"DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2015,2,"P",13,0,1,2,9920,"Q",1583,"F","Phl","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2016,3,"P",19,2,1,1,11123,NA,1570,"F","Phl","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2017,4,"P",5,1,0,0,1300,NA,1591,"H","Fhld","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2018,5,"P",9,1,2,1,9945,NA,1562,"H","Nfld","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2019,6,"P",20,0,1,3,6400,"Q",1582,"H","Nfld","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2020,7,"P",34,5,7,5,21542,NA,1531,"H","Nfld","DOM"
"5L3521","GARY G FORCE","G","QUIK PULSE MINDALE","WESTERN CAT",2013,2021,8,"P",12,0,2,1,3782,NA,0,NA,NA,"DOM"
"0L4363","OUTSIDE THE LINE","G","CR COMMANDO","BONFIRE HANOVER",2013,2015,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
"0L4363","OUTSIDE THE LINE","G","CR COMMANDO","BONFIRE HANOVER",2013,2016,3,"T",13,2,1,1,50232,NA,2023,"F","DD","DOM"
"0L5881","DOUBLE LOVE","M","RUSTLER HANOVER","DOUBLE TALK",2013,2016,3,"P",2,0,0,0,0,NA,0,NA,NA,"DOM"
"0L5881","DOUBLE LOVE","M","RUSTLER HANOVER","DOUBLE TALK",2013,2017,4,"P",22,3,2,4,28146,NA,1534,"F","Phl","DOM"
"0L5881","DOUBLE LOVE","M","RUSTLER HANOVER","DOUBLE TALK",2013,2018,5,"P",3,1,0,1,4036,NA,1580,"F","Mea","DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2015,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2016,3,"P",17,1,0,5,6852,NA,2001,"H","OD","DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2017,4,"P",31,0,4,3,12350,NA,0,NA,NA,"DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2018,5,"P",39,0,8,8,19390,NA,0,NA,NA,"DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2019,6,"P",35,1,4,2,9747,"Q",1560,"F","RcR","DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2020,7,"P",24,0,1,4,4993,NA,0,NA,NA,"DOM"
"5L3380","THREE HANGOVERS","G","RUSTLER HANOVER","THREE MAIDENS",2013,2021,8,"P",25,2,2,5,9433,NA,1551,"F","RcR","DOM"
"5L2903","MAJOR VINNIE","G","ART MAJOR","VINDECOR",2013,2015,2,"P",2,0,0,1,1320,"Q",2023,"F","Phl","DOM"
"5L2903","MAJOR VINNIE","G","ART MAJOR","VINDECOR",2013,2016,3,"P",10,0,0,1,1532,NA,0,NA,NA,"DOM"
"7L4913","MARTINI LINDY","M","LUCKY CHUCKY","BELLINI LINDY",2013,2015,2,"T",5,0,0,0,2590,"Q",2001,"F","Phl","DOM"
"7L4913","MARTINI LINDY","M","LUCKY CHUCKY","BELLINI LINDY",2013,2016,3,"T",22,5,5,2,35966,NA,1572,"F","PRc","DOM"
"9L2400","SUTTON","H","DONATO HANOVER","I WANTED WINGS",2013,2015,2,"T",9,2,3,0,79167,NA,1544,"F","Mea","DOM"
"9L2400","SUTTON","H","DONATO HANOVER","I WANTED WINGS",2013,2016,3,"T",17,5,2,2,361096,"Q",1512,"M","M","DOM"
"9L2400","SUTTON","H","DONATO HANOVER","I WANTED WINGS",2013,2018,5,"T",9,3,1,2,63025,NA,1504,"M","M","DOM"
"9L2400","SUTTON","H","DONATO HANOVER","I WANTED WINGS",2013,2019,6,"T",7,3,2,0,55500,NA,1523,"M","M","DOM"
"9L2400","SUTTON","H","DONATO HANOVER","I WANTED WINGS",2013,2020,7,"T",1,0,0,0,1250,NA,0,NA,NA,"DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2015,2,"T",2,0,0,0,1300,NA,0,NA,NA,"DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2016,3,"T",11,1,2,1,12365,NA,1582,"F","Phl","DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2017,4,"T",3,0,0,0,2320,NA,0,NA,NA,"DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2018,5,"T",20,1,1,5,9036,NA,2002,"H","Fhld","DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2019,6,"T",31,3,6,4,19398,NA,1554,"F","Phl","DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2020,7,"T",21,1,1,3,7494,NA,2002,"H","Fhld","DOM"
"5L3620","BROADWAY EXCEPTION","G","BROADWAY HALL","ATHENA HANOVER",2013,2021,8,"T",10,0,1,1,2204,NA,0,NA,NA,"DOM"
"1LA474","DALI HO","G","DALI","IDEAL DEX",2013,2018,5,"P",20,1,2,1,5939,NA,1570,"S","HoP","DOM"
"1LA474","DALI HO","G","DALI","IDEAL DEX",2013,2019,6,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2015,2,"P",0,0,0,0,0,NA,0,NA,NA,"DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2016,3,"P",26,6,4,2,42745,NA,1530,"F","ScD","DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2017,4,"P",31,6,3,3,35095,NA,1523,"S","HoP","DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2018,5,"P",36,3,4,5,24945,NA,1524,"S","HoP","DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2019,6,"P",27,6,2,5,19985,NA,1533,"M","Haw","DOM"
"1LN855","BACKWOODS BARBIE","M","LIS MARA","CHICKY DEE",2013,2020,7,"P",12,1,0,0,3091,NA,1563,"M","Haw","DOM"
"6LN797","SO SORRY","M","MYSTERY CHASE","APOLOGY ACCEPTED",2013,2016,3,"P",20,1,1,3,4855,NA,2003,"E","CnD","DOM"
"5LN534","OUTLAW GETTINRDONE","H","BLUE BURNER","OUTLAW WIND DANCER",2013,2015,2,"P",10,3,3,2,32976,NA,1563,"E","CnD","DOM"
"5LN534","OUTLAW GETTINRDONE","H","BLUE BURNER","OUTLAW WIND DANCER",2013,2016,3,"P",1,0,0,0,0,NA,0,NA,NA,"DOM"
"1LN665","FOUR FEATHERS","M","ALLAMERICAN NAVAJO","FOUR STARZ BELLA",2013,2015,2,"P",10,0,0,0,1516,NA,0,NA,NA,"DOM"
"1LN665","FOUR FEATHERS","M","ALLAMERICAN NAVAJO","FOUR STARZ BELLA",2013,2016,3,"P",27,2,1,2,5803,NA,2011,"E","CnD","DOM"
"5LN625","BLUE FANCY","M","BLUE BURNER","SECOND FANCY",2013,2015,2,"P",5,0,0,0,384,NA,0,NA,NA,"DOM"
"5LN625","BLUE FANCY","M","BLUE BURNER","SECOND FANCY",2013,2016,3,"P",21,1,3,4,5938,NA,2004,"E","CnD","DOM"
"5LN310","UNLUCKY FOR SOME","M","BLUE BURNER","BINGO FEVER",2013,2016,3,"P",11,0,0,0,148,NA,0,NA,NA,"DOM"
"5LN518","SENGA NAPTHA","M","BLUE BURNER","NELLS SWEET FUTURE",2013,2015,2,"P",3,1,0,0,7837,NA,1583,"E","CnD","DOM"
"5LN518","SENGA NAPTHA","M","BLUE BURNER","NELLS SWEET FUTURE",2013,2016,3,"P",17,2,3,1,16885,NA,1572,"E","CnD","DOM"
"6LN615","EXCLUSIVE","M","BUNKMEISTER","EXPENSIVE RETURN",2013,2015,2,"P",2,0,0,0,0,NA,0,NA,NA,"DOM"
"6LN615","EXCLUSIVE","M","BUNKMEISTER","EXPENSIVE RETURN",2013,2016,3,"P",27,2,0,4,6843,NA,2004,"E","CnD","DOM"
"6LN615","EXCLUSIVE","M","BUNKMEISTER","EXPENSIVE RETURN",2013,2017,4,"P",26,1,3,3,6150,NA,1580,"E","CnD","DOM"
"7LN134","POCKET NOVEL","G","MYSTERY CHASE","TERRIFIED GRIN",2013,2015,2,"P",5,1,1,1,5440,NA,2003,"F","NP","DOM"
"7LN134","POCKET NOVEL","G","MYSTERY CHASE","TERRIFIED GRIN",2013,2016,3,"P",39,4,4,9,18127,NA,1562,"F","NP","DOM"
"7LN134","POCKET NOVEL","G","MYSTERY CHASE","TERRIFIED GRIN",2013,2017,4,"P",33,2,4,9,11871,NA,1573,"E","CnD","DOM"
"7LN134","POCKET NOVEL","G","MYSTERY CHASE","TERRIFIED GRIN",2013,2018,5,"P",30,5,5,3,13487,NA,1563,"E","CnD","DOM"
"7LN134","POCKET NOVEL","G","MYSTERY CHASE","TERRIFIED GRIN",2013,2019,6,"P",19,1,3,1,5702,NA,1584,"E","CnD","DOM"
"6LN631","MIST ER MEISTER","G","BUNKMEISTER","KRAMER'S RULE",2013,2015,2,"P",5,0,0,0,1137,NA,0,NA,NA,"DOM"
"6LN631","MIST ER MEISTER","G","BUNKMEISTER","KRAMER'S RULE",2013,2016,3,"P",34,3,2,5,11629,NA,1584,"E","CnD","DOM"
"6LN631","MIST ER MEISTER","G","BUNKMEISTER","KRAMER'S RULE",2013,2017,4,"P",34,0,4,9,8378,NA,0,NA,NA,"DOM"
"9L4406","WOMANS WILL","M","DONATO HANOVER","WILL OF A WOMAN",2013,2015,2,"T",14,5,2,3,401615,NA,1542,"F","DD","DOM"
"9L4406","WOMANS WILL","M","DONATO HANOVER","WILL OF A WOMAN",2013,2016,3,"T",12,3,4,2,201376,NA,1541,"F","Phl","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2015,2,"T",5,2,0,0,6450,NA,2014,"H","Stga","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2016,3,"T",28,1,7,6,26057,NA,2000,"M","CalX","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2017,4,"T",22,2,5,6,22960,NA,1580,"F","Aces","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2018,5,"T",7,1,0,0,5433,NA,1583,"F","Aces","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2019,6,"T",30,4,4,3,24767,NA,1570,"F","Aces","DOM"
"4L4910","ONE CHIEF","G","LUCKY CHUCKY","CHIPPEWA STREET",2013,2020,7,"T",0,0,0,0,0,"Q",2004,"M","CalX","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2015,2,"P",14,1,5,2,11363,NA,1592,"E","CnD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2016,3,"P",28,5,7,2,32376,NA,1560,"E","CnD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2017,4,"P",12,2,0,1,7584,NA,1552,"E","CnD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2018,5,"P",36,4,9,4,34663,NA,1521,"M","CalX","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2019,6,"P",30,16,9,1,82067,NA,1511,"F","FrD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2020,7,"P",25,1,1,3,17262,NA,1521,"S","Wbsb","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2021,8,"P",18,8,4,3,39474,NA,1512,"F","FrD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2022,9,"P",23,2,11,1,44653,NA,1522,"E","CnD","DOM"
"5LN427","ICY BLUE SCOOTER","G","BLUE BURNER","JILL'S SOOTER",2013,2023,10,"P",14,3,2,2,23559,NA,1530,"E","CnD","DOM"
"5LN351","ASTRID THE AXE","M","BLUE BURNER","DRAGON VC",2013,2015,2,"P",7,0,2,1,6410,NA,0,NA,NA,"DOM"
"5LN351","ASTRID THE AXE","M","BLUE BURNER","DRAGON VC",2013,2016,3,"P",33,3,9,6,22912,NA,1593,"E","CnD","DOM"
"5LN351","ASTRID THE AXE","M","BLUE BURNER","DRAGON VC",2013,2017,4,"P",32,1,3,7,9006,NA,2002,"F","NP","DOM"
"5LN351","ASTRID THE AXE","M","BLUE BURNER","DRAGON VC",2013,2018,5,"P",23,1,9,4,14703,NA,2021,"F","FrD","DOM"
"5LN351","ASTRID THE AXE","M","BLUE BURNER","DRAGON VC",2013,2019,6,"P",24,1,2,8,10468,NA,1573,"F","FrD","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2015,2,"P",9,4,3,0,86725,NA,1542,"S","HoP","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2016,3,"P",18,3,3,2,99886,NA,1504,"S","HoP","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2017,4,"P",32,5,6,8,87230,NA,1500,"S","HoP","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2018,5,"P",31,8,4,2,83569,NA,1492,"F","Dtn","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2019,6,"P",35,7,10,7,150365,NA,1493,"F","MVR","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2020,7,"P",28,8,3,2,84769,NA,1494,"F","Dtn","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2021,8,"P",36,4,4,10,65380,NA,1493,"S","HoP","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2022,9,"P",19,1,5,2,37100,NA,1522,"F","Dtn","DOM"
"5L9700","GRANITE","G","REAL DESIRE","PRECIOUS STONE",2013,2023,10,"P",25,2,3,2,29650,NA,1521,"F","ScD","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2015,2,"P",7,0,3,1,65168,"Q",1541,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2016,3,"P",1,1,0,0,5000,NA,1520,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2017,4,"P",3,0,1,1,5352,"Q",1532,"S","Moh","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2018,5,"P",25,9,6,3,86960,NA,1502,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2019,6,"P",34,12,6,3,137759,NA,1493,"S","HoP","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2020,7,"P",22,4,6,1,59548,NA,1493,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2021,8,"P",18,6,0,2,54446,NA,1512,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2022,9,"P",34,8,3,6,101724,NA,1494,"M","M","DOM"
"5L3711","MINDTRIP","G","AMERICAN IDEAL","HAS AN ATTITUDE",2013,2023,10,"P",27,2,1,6,27655,NA,1520,"F","PcD","DOM"
"3L8384","JAZEBEL DE VIE","M","MUSCLES YANKEE","FAN FAVOURITE",2013,2015,2,"T",12,1,1,2,26946,NA,1583,"M","M","DOM"
"3L8384","JAZEBEL DE VIE","M","MUSCLES YANKEE","FAN FAVOURITE",2013,2016,3,"T",16,2,3,4,48707,NA,1551,"M","M","DOM"
"3L8384","JAZEBEL DE VIE","M","MUSCLES YANKEE","FAN FAVOURITE",2013,2017,4,"T",20,1,2,4,26980,NA,1564,"F","Phl","DOM"
"5L5153","BEACHESOFCHEYENNE","M","SOMEBEACHSOMEWHERE","WILD WEST SHOW",2013,2015,2,"P",9,1,0,2,7173,NA,2011,"H","Gosh","DOM"
"5L5153","BEACHESOFCHEYENNE","M","SOMEBEACHSOMEWHERE","WILD WEST SHOW",2013,2016,3,"P",7,0,0,0,2405,NA,0,NA,NA,"DOM"
"2L5101","INTIMATE FREEDOM","M","LEAR JETTA","INTIMATE VICTORY",2013,2015,2,"T",0,0,0,0,0,NA,0,NA,NA,"DOM"
